joint_id,zone,assembly,order,asm_step,part_a,part_b,hardware,interface,fastening_retention,dependency,instruction,tool,torque_threadlock,confidence,asm_check,disposition,evidence
J-REA-031,ZR rear,rear,28.02,ASM-28,MG90S DRS servo,25T metal horn,hardware not selected / still in transit; no substitute authorized,MG90S spline/horn/horn screw unmeasured; 25T DS3235SG horn is NOT transferable,DEFER — retention cannot be chosen before the named real part is measured,MG90S arrival and centring,DEFER horn fit; use only the horn and horn screw supplied/verified for the MG90S clone.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-54: identify spline, horn holes/radii and retaining screw.",DEFER,
J-REA-032,ZR rear,rear,28.03,ASM-28,25T metal horn,DRS Arm for 2021 wing,hardware not selected / still in transit; no substitute authorized,"Drawing [2] documents metal-rod linkage; rod diameter, ends and horn/arm holes are UNKNOWN and not in supplied joint BOM",DEFER — retention cannot be chosen before the named real part is measured,J-REA-030/031 and real MG90S,DEFER DRS link hardware; do not repurpose steering M4 rod or M3 ball studs without a measured match.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-54: measure horn/arm hole Ø, centre distance and specify only BOM-compatible hardware or leave open.",DEFER,
J-REA-033,ZR rear,rear,28.04,ASM-28,DRS Arm for 2021 wing,preferred 2021 DRS rear wing,hardware not selected / still in transit; no substitute authorized,DRS arm/flap pivot exists in mesh/drawing; pin/retention specification UNKNOWN,DEFER — retention cannot be chosen before the named real part is measured,Gate B and J-REA-032,DEFER arm-to-flap/pivot closure until the wing dry assembly identifies the actual pin and retention.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-54: record pivot Ø, hardware, end retention and free flap travel.",DEFER,
J-CAM-005,ZV camera,camera,29.01,ASM-29,5 V blower,PS-11 blower/duct interface,hardware not selected / still in transit; no substitute authorized,Blower face/depth/outlet/hole pattern are D-34 UNKNOWN,DEFER — retention cannot be chosen before the named real part is measured,Real blower measured + PS-11 authorized,HOLD blower mount; orient outlet toward duct and leave inlet fully open.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-53: record blower holes, fastener/clip, inlet plane and vibration isolation.",HOLD,
J-CAM-006,ZV camera,camera,29.02,ASM-29,camera blower duct,5 V blower,hardware not selected / still in transit; no substitute authorized,"Nine SCAD inputs, collar and blower outlet are UNKNOWN until D-34",DEFER — retention cannot be chosen before the named real part is measured,J-CAM-005 + measured duct render,HOLD duct collar; it must demate for camera service without prying on blower housing.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-53: record outlet/collar dimensions, retention and air-leak check.",HOLD,
J-CAM-007,ZV camera,camera,29.03,ASM-29,camera blower duct,SSC338Q + IMX335 camera,hardware not selected / still in transit; no substitute authorized,Duct mouth/camera thermal face and stand-off are UNKNOWN,DEFER — retention cannot be chosen before the named real part is measured,J-CAM-004/006,HOLD duct-to-camera interface; preserve lens/FOV and avoid contact with components not identified as thermal surfaces.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-53: airflow proof, lens clearance, temperature and independent removal.",HOLD,
J-ELC-011,ZC control,electronics,30.11,ASM-30,PS-12 antenna post,PS-04 electronics deck,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Left PS-12 post is intended integral-to-deck or standalone; exact joint path ASSUMPTION,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,D-33 route + D-20 separation,"If not integral, fasten the left post to PS-04/standalone foot with a measured BOM M3 stack; never shell-mount it.",matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-30/52: record left post joint, bolt length and body-cycle stability.",HOLD,
J-ELC-012,ZC control,electronics,30.12,ASM-30,PS-12 antenna post,PS-04 electronics deck,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Right PS-12 post is intended integral-to-deck or standalone; exact joint path ASSUMPTION,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,D-33 route + D-20 separation,"If not integral, fasten the right post to PS-04/standalone foot with a measured BOM M3 stack; never shell-mount it.",matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-30/52: record right post joint, bolt length and body-cycle stability.",HOLD,
J-ELC-013,ZC control,electronics,30.31,ASM-30,5.8 GHz U.FL whip,PS-12 antenna post,no added BOM fastener; printed clip/pocket/strap feature only,Left 70 mm whip DOCUMENTED; post tie/clip geometry and coax strain relief ASSUMPTION,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",J-ELC-011; antenna attached to module before power,"Seat the left whip on the post in the shallow V; restrain the cable jacket, never the U.FL plug.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-30/52: jacket tug test, ≥10 mm bend and body-off cycle proof.",HOLD,
J-ELC-014,ZC control,electronics,30.32,ASM-30,5.8 GHz U.FL whip,PS-12 antenna post,no added BOM fastener; printed clip/pocket/strap feature only,Right 70 mm whip DOCUMENTED; post tie/clip geometry and coax strain relief ASSUMPTION,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",J-ELC-012; antenna attached to module before power,"Seat the right whip on the post in the shallow V; restrain the cable jacket, never the U.FL plug.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-30/52: jacket tug test, ≥10 mm bend and body-off cycle proof.",HOLD,
J-ELC-015,ZC control,electronics,31.01,ASM-31,PS-08 cable comb,2023 front floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,PS-08 push-fit + optional M3 documented; exact floor stations and comb geometry depend on D-10/D-27,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,All harnesses routed and motion sweep available,"Clip/bolt each comb only at a mapped donor/shared feature; load cable jackets, not solder joints.",matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,ASM-31: record every comb station/fastener and full-motion tug test.,HOLD,
J-CAS-012,ZK cassette,electronics,31.12,ASM-31,cassette XT60 / XT30 power-seat bank,lift-out electronics cassette stepped-T gauge,no added BOM fastener; printed clip/pocket/strap feature only,Firm dock minimum is 1×XT60 pack inlet + 2×XT30 Rail-A/B branches; target allocations XT60 20×20×12 and XT30 16×16×10 are ASSUMPTION,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",selected terminated XT60/XT30 calipers + D-10 full harness/dock dummy,"HOLD the ~60 mm power bank; recess the potentially live/source half as shrouded/socket, separate it visibly from signal and load jackets rather than PDB solder joints.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-31/CAS-07: record connector SKU/polarity, seat outline, mating hand, bend radius, extraction force and strain relief.",HOLD,
J-CAS-013,ZK cassette,electronics,31.13,ASM-31,cassette 5× 3-pin servo-seat bank,lift-out electronics cassette stepped-T gauge,no added BOM fastener; printed clip/pocket/strap feature only,"Firm bank count is 5×3-pin: steering, ESC signal (+5 removed), DRS, pan and tilt; 16 mate-depth ×10 pitch ×8 high each is ASSUMPTION","clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",selected positive-lock 3-pin housing calipers + D-10 servo-lead dress,"HOLD the ~58 mm servo bank; positively retain and label all five positions, witness the ESC missing +5 contact and preserve body-off finger release.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-31/CAS-07: record count, pin order, clip retention, finger clearance and full-motion tug test.",HOLD,
J-CAS-014,ZK cassette,electronics,31.14,ASM-31,cassette JST-XH / shielded-USB4 signal-seat bank,lift-out electronics cassette stepped-T gauge,no added BOM fastener; printed clip/pocket/strap feature only,"Firm external signal bank is 3×JST-XH 3-pin (balance/LED/Hall) + 1×shielded USB4; internal bodies include XH4 CRSF, XH3 link2, XH5 I2S and 2×U.FL; all body allocations ASSUMPTION","clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION","selected terminated XH3/4/5, USB4 and U.FL calipers + D-10 full chassis umbilical","HOLD the ~64 mm external signal bank and internal seats; key/label every mate, separate them from XT power, reserve U.FL bend relief and anchor jackets before first bends.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-31/CAS-07: record pin map, seat spacing, plug extraction, bundle OD, first anchor and ten body-off mate cycles.",HOLD,
J-CAS-016,ZK cassette,electronics,31.15,ASM-31,pedestal shielded-USB4 / 2×3-pin conduit · 10×18 clear TARGET,hollow cut-through cockpit pedestal,hardware not selected / still in transit; no substitute authorized,"Firm bundle is shielded USB4 + 2×3-pin servo; target clear section 10×18 with 2 mm trial wall gives 14×22 outer, ≥25 mm lower slack and ≥20 mm provisional USB bend",DEFER — retention cannot be chosen before the named real part is measured,J-CAS-015 + terminated USB4/two servo plugs + real MG90S leads + 2 mm-wall coupon,"DEFER the conduit interface; pull full connectors sequentially without removing terminals, then prove slack, bend and jacket anchor before the R1/R2 turn.",calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-31/CAS-09: record clear section, wall, plug pull-through, bend radius, strain relief, steering gap and cassette-lift clearance.",DEFER,
J-CAS-017,ZK cassette,electronics,31.16,ASM-31,ganged cassette umbilical dock,lift-out electronics cassette stepped-T gauge,no added BOM fastener; printed clip/pocket/strap feature only,"Map/count is firm, but the straight X+42…+58/L±32 body projection overlaps pedestal X+51…+65/L±11; stepped/wrapped topology, auxiliary 2-pin seats and mating pull remain ASSUMPTION","clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",J-CAS-012/013/014/016 + selected body calipers + D-10 full harness dummy,"HOLD the dock-to-cassette joint; reject the straight face, prove a notched/wrapped body-off-accessible frame, recess live power, separate families and turn the chassis loom into R1/R2.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-31/CAS-10: record dock station, seat spacing, latch access, mating force, jacket anchor, ten cycles and parked chassis-half retention.",HOLD,
J-BDY-002,ZB body,body,33.01,ASM-33,NEW BODY 2024 FRONT,NEW BODY 2024 REAR,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Clamshell panel joint DOCUMENTED; 2023 drawing's 12×M3 count does not verify 2024 panel count,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Paint cured; internal modules tested,Join front and rear shell panels at their matching lands; start every present M3 feature before snugging.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-33: count/measure 2024 panel holes, record exact BOM lengths and nut/insert/self-thread retention.",HOLD,
J-BDY-003,ZB body,body,33.02,ASM-33,NEW BODY 2024 FRONT,2023 front floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,2024 README documents two M3 screws front-floor→front body; holes intentionally tight/self-threading,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-BDY-002 + shell landing check,"Lower shell without dragging harnesses, start both floor-to-body M3 screws by hand, and snug once.",matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,DOCUMENTED,"ASM-33: record hole Ø, chosen bolt lengths and insert vs self-thread decision.",READY,2024 body READ ME
J-BDY-004,ZB body,body,33.03,ASM-33,FRONTNOSE2024,2023 front floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,2024 README documents one M3 nose→front-floor screw; hole intentionally tight/self-threading,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-BDY-003,"Seat nose on its landing, hand-start the single M3 from nose to floor and stop as soon as the shell is retained.",matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,DOCUMENTED,"ASM-33: record hole Ø, bolt length and insert vs self-thread decision.",READY,2024 body READ ME
J-BDY-005,ZB body,body,33.04,ASM-33,2024 revised front wing,FRONTNOSE2024,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Separate revised front wing/nose installation DOCUMENTED; exact 2024 hole count/Ø/bolt length unverified,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-BDY-004,Offer wing to nose/front-floor interface without flexing; start all matching M3 fasteners before snugging.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-33: count/measure holes, record bolt lengths/retention and sacrificial service behavior.",HOLD,
J-LGT-006,ZL light,lighting,33.06,ASM-33,new halo 2.1,NEW BODY 2024 FRONT,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Halo and front-shell meshes VERIFIED; attachment features/hardware unmeasured,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-LGT-005 and painted shell cured,"Dry-seat halo on the front body; use BOM M3 only where matching features exist, otherwise await an approved bond method.",matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-33/55: record holes/contact lands, retention and body-off harness path.",HOLD,
J-CAM-008,ZV camera,camera,33.08,ASM-33,camera top 1.1 pod,NEW BODY 2024 REAR,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Camera-top STL silhouette VERIFIED; attachment feature/hardware to 2024 rear shell unmeasured,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Body shell dry-assembled; camera Option B only if selected,Dry-seat camera top on its authored shell station; use BOM M3 only if matching features are physically present—otherwise leave joint open.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,ASM-33/53: measure holes/contact land and record screw/nut/insert or approved bond.,HOLD,
J-BDY-006,ZB body,body,33.160000000000004,ASM-33,2024 mirror,NEW BODY 2024 FRONT,no connector fastener in the supplied joint BOM; bond/adhesive remains ASSUMPTION unless BOM v2 names it,Left mirror mesh exists; shell landing and fastener/bond are unmeasured,bonded retention after dry fit; no hidden substitute hardware,Paint cured; mirror orientation confirmed,Dry-seat the left mirror; do not drill the shell or choose adhesive until contact area and service intent are recorded.,"surface-prep tools + clamp appropriate to the selected, documented adhesive",No torque/threadlock. Do not bond until the named ASM dry-fit and service check pass.,ASSUMPTION,"ASM-33: photograph left landing, measure contact/holes and record approved retention.",HOLD,
J-BDY-007,ZB body,body,33.17,ASM-33,2024 mirror,NEW BODY 2024 FRONT,no connector fastener in the supplied joint BOM; bond/adhesive remains ASSUMPTION unless BOM v2 names it,Right mirror mesh exists; shell landing and fastener/bond are unmeasured,bonded retention after dry fit; no hidden substitute hardware,Paint cured; mirror orientation confirmed,Dry-seat the right mirror; do not drill the shell or choose adhesive until contact area and service intent are recorded.,"surface-prep tools + clamp appropriate to the selected, documented adhesive",No torque/threadlock. Do not bond until the named ASM dry-fit and service check pass.,ASSUMPTION,"ASM-33: photograph right landing, measure contact/holes and record approved retention.",HOLD,
J-BDY-008,ZB body,body,33.2,ASM-33,NEW BODY 2024 FRONT,2023 front floor,no fastener; designed shell/floor landing contact,Shell landing points derive from registered meshes; exact physical contact and S0 remain P1,gravity/contact landing with nearby registered fasteners carrying retention,All internal harnesses dressed,Lower shell vertically and verify every intended landing contacts without resting on electronics or steering.,feeler gauges + inspection light,No torque/threadlock at the landing itself; do not shim unless a later decision authorizes it.,ASSUMPTION,"ASM-33/P1: feeler-map landing points, S0 and any unintended contact; no shim/relief by implication.",HOLD,
J-BDY-009,ZB body,body,33.21,ASM-33,NEW BODY 2024 REAR,2023 rear floor,no fastener; designed shell/floor landing contact,Rear shell landing is mesh-derived but physical stack/wing/harness state remains open,gravity/contact landing with nearby registered fasteners carrying retention,Rear stack and H-08 closed,"Seat rear shell onto donor landing points while watching tail harness, shock and antenna routes.",feeler gauges + inspection light,No torque/threadlock at the landing itself; do not shim unless a later decision authorizes it.,ASSUMPTION,ASM-33: feeler-map rear landings and prove no harness or moving part carries shell load.,HOLD,
J-AUD-002,ZL audio,audio,55.01,ASM-55,4 Ω 3 W speaker,PS-14 speaker carrier,no added BOM fastener; printed clip/pocket/strap feature only,Speaker basket/hole/cone/port all D-36 UNKNOWN; compliant ring concept only,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",D-36 real speaker measurements,"HOLD speaker-to-carrier joint; support basket rim only, never cone/surround, and keep ≥3 mm port/cone clearance.",hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,"ASM-55: record basket holes/rim, isolation, retention and cone/port clearance.",HOLD,
J-AUD-003,ZL audio,audio,55.02,ASM-55,PS-14 speaker carrier,2023 front floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Left sidepod/fallback station documented; PS-14 floor/body interface un designed,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-AUD-002 + D-03/DN-07,HOLD carrier mount; use mapped existing M3/shared stack only and preserve body removal.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-55: record station, floor feature, bolt length, port direction and shell clearance.",HOLD,
J-CHG-001,ZP power,power,59.01,ASM-59,USB-C 2S balancing charge module · 30×25×10 TARGET · SKU TBD,parametric charge-module pocket,hardware not selected / still in transit; no substitute authorized,"30×25×10 mm is the supplied TARGET envelope; module SKU, final dimensions, hole pattern, thermal face and connector exits remain TBD",DEFER — retention cannot be chosen before the named real part is measured,Owner selects compliant 5 V-input 2S balancing-charge module with safety evidence,"DEFER module mount; after selection, caliper every body/hole/connector against the TARGET and generate a parametric pocket—no photo-derived dimensions.",calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-59/OP-49: record SKU/datasheet, mass, envelope, hole Ø/pitch, cell ports and thermal faces.",DEFER,OPEN_PROBLEMS OP-49
J-CHG-002,ZP power,power,59.02,ASM-59,parametric charge-module pocket,2023 rear floor,hardware not selected / still in transit; no substitute authorized,Pocket station/feet/fastener count UNKNOWN until full inside-shell cluster fit,DEFER — retention cannot be chosen before the named real part is measured,J-CHG-001 measured + P1 full cluster,DEFER pocket-to-floor joint; prefer mapped shared M3 stack or reversible clamp and never add donor holes.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-59/P1: record station, M3 feature, exact BOM bolt length and shell/service clearance.",DEFER,
J-CHG-003,ZP power,power,59.03,ASM-59,hidden USB-C charge port,NEW BODY 2024 REAR,hardware not selected / still in transit; no substitute authorized,Existing opening/reversible hidden insert required; receptacle geometry and panel thickness UNKNOWN,DEFER — retention cannot be chosen before the named real part is measured,Selected charge module/receptacle measured,"DEFER port mount; use an existing opening or reversible insert, with no shell drilling or guessed clip geometry.",calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-59/OP-49: identify opening, panel thickness, receptacle flange/hole pattern, plug insertion force and weather/strain relief.",DEFER,
J-CHG-004,ZP power,power,59.04,ASM-59,charge/run interlock,PS-15 junction support (DIAG-CAD),hardware not selected / still in transit; no substitute authorized,"Charge/run interlock type, body, terminals and mounting thread UNKNOWN",DEFER — retention cannot be chosen before the named real part is measured,Electrical safety architecture separately authorized,"DEFER interlock mount; provide mechanical keying so charge and run states cannot be selected together, without inferring circuit topology.",calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-59/OP-49: record switch/interlock SKU, mounting feature, positive detent and finger access.",DEFER,
J-CAS-005,ZK cassette,electronics,59.05,ASM-59,USB-C 2S balancing charge module · 30×25×10 TARGET · SKU TBD,lift-out electronics cassette stepped-T gauge,hardware not selected / still in transit; no substitute authorized,"Charge module uses a 30×25×10 TARGET cell at X−31…−1/L−13…+12/Z1…11; SKU, holes, exits, thermal face and electrical authorization remain open",DEFER — retention cannot be chosen before the named real part is measured,OP-49 + J-CHG-001 and full cassette fit gate,DEFER the charge-module seat. Select and caliper the actual 5 V USB-C to 2S balancing SKU; do not treat the target cell as a pocket or infer a circuit.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,ASM-59/CAS-05: record selected module dimensions/mass/thermal face and prove isolated charge/run access.,DEFER,
